,review,name,link
39,"平日の夜来店したときはかなり混んでいるが日曜日はそれなりに空いているのでゆっくり豚を味わえます。
鍋も種類がいくつかあり１人前からOKなのがうれしいです。
LYB豚の溶岩焼はいままで食べた豚の中でダントツの美味しさでした。
ひとつひとつのお料理すべてがおいしく食べていて笑顔になれる＾＾
スタッフのかたも大変気がきくし愛想もよく何一つ不満のないお店なので
いつまでもこのクオリティであってほしいと思います。",,
40,"会社の新年会を上野駅浅草口の雑居ビルにある東京豚バザールで行われました。当店の利用は15年ぶりくらい。
東京でこんなに長く続けられるなんて凄いですね。豚に特化したミートバルのはしりです。
総勢9名で飲み放題を入れたらコースにしました。

●サラダ　シーザーサラダで普通に旨し。
●ラザニア　これにも希少豚の挽肉が入ってます。取り分けにくかったのが難点。
●柔らか豚ヒレカツ　これは旨い。前日にイマイチとんかつを食べたから尚更旨く感じた。
●ベーコンの味噌焼き　味噌焼き感が乏しかったがベーコンは素直に美味しかった。
●豚のしゃぶしゃぶ二種の盛り合わせ　銘柄豚のルイビトンを使用。ロースとバラ。肉の甘みを感じる上質の逸品。もっと食べたい。
●雑炊　期待値より美味かった。豚バザールやるな！
●デザート　ティラミス風ケーキも合格

しかし飲み放題にしてよかったです。一人6杯くらい飲みました。いい一年にしたいですね。",,
41,"前から来たいと思っていましたよ、上野駅からほど近いビルの5階にあります。エレベーターが小さくてすぐ重量オーバーが難点。
お店はとても広いですね、調理場を真ん中にして周りにテーブル席も沢山あります。19時予約でしたがその後すぐに満席です。
アラカルトの予約をセレクトコースに変更、すぐに対応してもらいました。4500円の飲み放題は嬉しいです。
で食事メニューは、サラダ、粗挽きチョップメンチカツはソースいらず、チーズ豆腐のデニッシュ添えは食べたことなかったですが美味しいです、チーズ豆腐をデニッシュにバターのように塗って食べます。主役はあくまでもチーズ豆腐。
豚バラ肉のネギまみれ、メインのルイビ豚のロース溶岩焼きは表面がカリッと中はジューシーなお肉。富士宮焼そばとデザートと盛りだくさん。
飲み放題でもグラスが空になると店員さんはいかがですか、と声をかけてくれるという気配り！
予約も比較的取りやすいのでまた来ます^_^",,
42,"九州料理で中央区近辺へ絶賛展開中のかててさんへ訪問！！
今回は炉端焼メインという事で楽しみです！！！

■食べたもの
☆燻製さばとポテトサラダ(写メなし…)
香ばしいさばとポテトサラダは相性抜群！！
☆雲仙ハムカツ(写メなし)
☆アスパラベーコン
炉端の鉄板ですね！！
☆とろ卵のベーコンポテト焼き薄揚げ
卵好きには堪らない逸品です！！トロトロの卵を包むベーコンポテトに薄揚げ！大満足！！

写メが全然なかった。。。
反省兼ねて本店の改装後行きます！！

しんご",,
43,"チキン南蛮定食・ご飯大盛（1000円）

八重洲～八丁堀界隈でランチ。
ランチタイムを完全に逃してしまい、よさげなお店がどんどん閉まっていく焦りの中発見したのがこちら。店内をチラッと見て、なんとなく直感で「旨そうだな」と感じたので店内へ！
こちら、九州系の居酒屋「かてて」というブランドで都心に６店舗くらい展開しているお店みたいです。

平日13:45到着。前客４、後客続々で客席ほぼ埋まりましたｗ
ランチタイムが15時までなので、界隈のランチ難民のオアシスになってるみたいですね。
さて、厨房を囲む大きなカウンター席に着席しメニューを確認。
カラアゲニストとしては唐揚行きたいところですが、メニューの一番先頭は「チキン南蛮」ですか。九州料理の店ということだし、じゃあまずはチキン南蛮でお手並み拝見と行きますか。

ちなみにご飯大盛無料と書いてあったので「ご飯大盛で！」とオーダー。周りの食べざかりヤングリーマンのオーダーを聞いてると、皆さん大盛にしないもんですなぁ。。若いんだからもっと食べなきゃ！（伏線）
ちなみにカウンタ－上にはキンミヤの瓶、お水はそば猪口での提供。この店は夜もよさげ。あと、醤油が九州醤油と関東醤油の二種類があるのがわかってる感ありますね。

厨房オペを目の前で見られる席に着席したのでオペレーションをガン見。
チャーハンを手際よく炒めた後、空いた中華鍋にタッパーからタレっぽいのを注いでジャッジャッと炒めチャーハンにかけてる料理、めっちゃ旨そうだなぁ。。メニューよく見なかったけど「餡かけチャーハン」なるものもあるんですね。チャンポンの炒め野菜も旨そうだなぁ。。

６分ほどで「南蛮、大盛です～」と着盆。
おぉう・・・なんじゃこのご飯の盛りは！完全に「日本昔ばなし盛り」じゃないか！
これ、お茶碗を２つ使って、両方にすりきりで米を入れガパッとくっ付けて片方の茶碗を取ったやつｗ
まぁ茶碗のサイズはそこまで大きくないので・・それでもだいたい１合はあるか？

ご飯の他には、チキン南蛮、味噌汁、香の物が２皿、あと自家製ふりかけっぽいものも。
さて、ご飯の量が想定以上だったので、ちょっと気を引き締めてペース上げて行きましょう。

チキン南蛮はモモ１枚を丸ごとカラリと揚げ、ザクザクッと切って甘酢ダレ少々、タルタルをかけたもの。ちなみに揚げ置きなんて野暮なことはせず、揚げたてのアツアツです。
衣は片栗粉多めかな？白っぽくサクサクと軽い食感。モモはかなり叩いて伸ばしてあるかな？薄くて食べやすいです。
チキン南蛮の要であるタルタルソースは、酸味強めで、胡椒（？）の効いたさっぱり系。塩気もありおかず力も問題なし。このタルタルは好みかも。
チキンの下には水菜とサラダリーフがたっぷり。

ご飯は前述の通り、日本昔ばなし盛りです。わずかに麦が入った麦ごはん。炊き方は固め。
味噌汁は、甘口の味噌を使った九州っぽい味わい。具がすごく豊富で、大根、人参、カボチャ、さつまいも等の根菜がゴロゴロ。汁物の手を抜かないお店はいいお店！
漬物は、キュウリのピリ辛味と、薄切りのゆず大根。特に大根はさっぱりしててよかったかな。

自家製のふりかけは、高菜とカリカリ梅、鰹節、白ごまを醤油ベースの調味液で和えたようなもの。これは旨い！というか・・めちゃくちゃご飯が進む味。
大盛にすると、おかずに対しご飯の量がやや多めになるので、このふりかけにはかなり助けられましたね。

ということで、満腹満足でごちそうさま。
八丁堀界隈のランチ価格帯としては正直高めだと思ったけど、値段に見合うボリュームと質の定食でしたね。これを銀座や赤坂で食べたら1200～1300円くらいはしそうです。
ちなみに隣のリーマンが頼んでた唐揚げを見ると・・笑っちゃうくらいの量の唐揚げがｗ
よし、またこの辺りでランチすることがあれば唐揚げか、あんかけチャーハンだな！再訪はアリですね。",,
44,"茅場町であたかも九州全土を
旅している気分になれた。
コロナ禍で旅行が憚れるなか
あっいまは大丈夫か。
でも忙しくて旅行に行けへんねん。
ならばここで短時間で
九州を堪能しようではないか。
まずは

瓶ビール 680円(税別)
ええっ、外税つまりは税別かいな。
内税・外税って表記は分かりにくく
何だか誤魔化しされている気分になる。
悪政の賜物の軽減税率でさらに分かりにくい。
しかも2021年4月から総額表示が義務付けられた筈
そこんとこヨロシク。
あっ、瓶ビールは赤星。

お通し 500円(税別)
茶碗蒸しかいな。悪ないな。
しかもなかなかに美味しい。

酢たまご 200円(税別)
これはここでは欠かせない。
たまごとしてはちょっと高い鴨だけど(汗)

がめ煮 380円(税別)
関東で言うところの筑前煮やな。
地元福岡でいただくやつはほんのり甘くて美味なんや。
これはビールでも日本酒や焼酎でもOK。
ほしたら

飛鸞 生酛65 580円(税別)
長崎は平戸のお酒とな？
長崎って麦焼酎の文化なんやけど
こんなに美味しい日本酒作ってはったんや！
長崎凄いな。
新幹線も開通するし、これから期待鴨。

とり天 440円(税別)
大分で食べて感激したとり天。
同じく鶏めしという美味しいおにぎりも食べたいな。
メニューにあるとエエけどな。

東一 630円(税別)
折角九州の郷土料理をいただくのならば
お酒も九州のものでいきたいではないか。
こちらは佐賀のお酒。
佐賀と言えば鍋島や七田が有名やけど
こちらもなかなかええな。
佐賀も凄くない？

サザエの酒煮 580円(税別)
やはり海のもので〆たかった。
苦味と海の香りががまたええねん。

軽く食べて飲むつもりが
4389円のお会計。
少し豪遊してもた。
財布を覗いて恐怖におのののかw
そんなこんなで
ありがとう。ごちそうさま。",,
45,"赤坂見附から赤坂方面に歩いていると、気になる店を発見。

百均の上にある店・・・店名は王将力かと思ってたら「玉海力」。
玉海力とはどうやら元大相撲力士の名前らしい。
よく見ればちゃんこ鍋がウリのようだ。

なんだかおいしそう・・・よし、今日はここに行ってみよう！

■■今回はちゃんこは見送り！

どうやら席は全室個室らしい！これは嬉しい。
さてさて、席に通され何を注文するか思案・・・

■角ハイボール（600円）

ビールか悩んだがここはカロリー抑えめのハイボールをチョイス。
ちゃんこの店に来て何を気にしているんだって感じだがまぁ仕方ない！
ちなみにお通しは胡麻豆腐のようなもの。

さて、ちゃんこの店ということもありちゃんこを頼もうと思ったのだが、それ以外のメニューも意外と豊富！
ちゃんこを食べると他が食べれなくなってしまうので、今回はちゃんこ以外を注文することにした。

■どすこい唐揚げ（700円）

「お相撲さんだからってどすこいは安易じゃね・・・」
なんて思ったが、メニュー名にインパクトがあるのはとても良いこと。
そして名前に負けないどすこい感（？）！
唐揚げというより手羽先で、身がとてもプリプリで美味しい。
濃いめの味付けも個人的には好きだ。

■和牛の炙り（1140円）

なんとも美味しそうな和牛炙り！
部位はイチボらしい。
これをトリュフ塩で食べる・・・聞いただけで涎が出そうだ。
肉はとても滑らかで旨味がしっかり！
わさびにガーリックチップもついており、色々な食べ方ができるのも嬉しい。

■馬レバ刺し（1650円）

続いてはレバ刺し。
少々お値段は高めだが、新鮮なレバ刺しはやはりうまい。

■新筍の木の芽焼き（1140円）

なかなか珍しいメニューを発見！
どうやら季節限定のようだが、香り、歯応えともに最高。
筍の旨味がギュッと詰まってるのも酒のつまみになる。

■たまごサンド（1200円）

ちゃんこ屋でたまごサンド？？ということで注文。
だって気になるだろう・・・なぜこの店にたまごサンドなんだって！

卵焼きにたっぷりマヨネーズがサンドされており、見た目もとてもおいしそう。
とりあえず一口食べてみる。

・・・うまい！うまいぞ！

パンと卵がちょうどいいバランス。そしてマヨネーズが最高に合う！
これは頼んでよかった！

■■ちゃんこ以外も絶品だった！

ということでちゃんこは注文しなかったがそれ以外のメニューで大満足。
おなかもいっぱいだ。

個人的にはやはりたまごサンドが印象的。
なかなか他の店では食べられない一品だ。
ちなみにたまごサンドはお土産にもできるみたいだぞ。

料理は全部美味しかった！
とはいえ次回はちゃんこを堪能したいものだ。

全席個室というのも良いし、是非一度行ってみて欲しい店である。",,
46,"先輩の還暦祝いで訪問。
6000円コースと飲み放題2000円。

昔、広尾駅の横にあった時に何度かお邪魔してましたが、
10年ぶりくらいの玉海力さん。

ビールで乾杯！
順々に料理が運ばれてきます。
先付、モツ煮、ジャコサラダ、刺し盛、
焼き鳥2種（ねぎまとモモ）、手羽、ローストポーク
どれも美味しいですが、量が多いですねぇ～。
途中でチューハイに変え、食べ進めます。

しばらくしてちゃんこ鍋。
豚バラ、ベーコン、シイタケ、えのき、もやし、
ニンジン、つみれ、鶏モモ、豆腐など
いろいろと入っています。
若干脂っこめでしたが、出汁も効いていて美味しかったです。

雑炊にするといいなぁ～と思う仕上がりでした。

デザートは、抹茶のロールケーキ、中心に寒天（？）
が入っていたのが、面白かったですね。

とにかく、量が多いです。食べ過ぎ注意ですね。
（ちゃんこ屋に来てそれ言うか！ですが）

御馳走様でした！",,
47,"ボストン時代、フランス人女子と1年くらい一緒に住ん出ました。その彼女から「ねね、うちの両親が日本へ行くの。会ってくれない？英語喋れないけど。」と言われ、ここ東京在住のフランス人男子の友達も誘い、ある居酒屋を予約。そしたらまた彼女から「あのね、友達10人連れてくるみたい。誰も英語喋れないけど宜しくね。」 彼女の両親合わせて、じゅ、12人。。。そんな大人数で西洋人でも食べやすくて、彼らのホテルから
あんまり遠くないとこを考慮してここに決定。

しかも一人がベジタリアンだと言う。何という難題を吹っかけるんや。。。

早速予約して、ベジタリアンの件も電話で伝える。


実は、今は無き広尾店に行ったことあるんで、味は大体予想出来てました。あの塩味ちゃんこ忘れられません。。。

そして当日。12人の何いってんだかわからないフランス人連れて来店。うまい具合にみんなごっそり入る個室を用意してくれました。（感激ナンバー1）

唐揚げなど、色々肉の前菜が出てくるんやけど、スタッフの女性の方が「ベジタリアンでもアレルギーでですか？それとも宗教上の理由ですか？」など丁寧に聞いてきてくださる。（感激ナンバー2）

結局、このベジタリアンの方は魚は食べるという。（だったらベジタリアンなんて言うな！笑） ちょっと安心。

唐揚げは外サクサク、中ホクホク。ジューシーな肉汁が美味さを倍増させる！（感激ナンバー3）

そしてあの広尾で味わった「忘れられない塩味」ちゃんこ。

うん、これですねん。

この味ですねん。

ほんま絶品なんですわ。この味。（感激ナンバー4）

みんな初来日やってんけど、結構箸使えるし、結構助かった。

最後の方結構みんな出来上がってきて、英語も喋り出し（おい！喋れるんかい！？）コミュ力も高まり楽しいひと時となりました。

4000円プラス2000円の飲み放題やけど、クオリティ、サービス、立地を考えると安い方です。

いやー、ほんま。手厚い、行き届いたサービス+絶品なちゃんこ。

申し分あれへんですわ。

早よ戻って来たいです。",,
48,"外に出ているグランドメニューを眺めていると、中から「どうぞ」と言われて、まあ良いかと入店しました。確か4人テーブルしかなかったような…。で、一人だったのでゆったり過ごせました。平日の17：30頃の早い時間帯で、他に客は1組だけと、店の側にも余裕があってお互い良いタイミングだったでしょう。
料理を単品で3品。いろいろ創意工夫を凝らしていますという説明書きがあるだけのことはある…と言いたいところですが…。お店の参考になるかもしれないのであえて書いておくと、
「干しエビとセロリの和え物」：干しエビの塩味が全体を引き締める効果になっていて、そのアイデアに脱帽。でも、干しエビの分量が不足しています。値段を上げてでも増量すべきだと思います（何だったら塩振ってごまかすとか…）。
「麻婆豆腐」：店によってまちまちな品ですが、甘味を含ませているのがユニーク。でも、何で味付けしているのかという疑念も抱いたりして…。
問題は紹興酒です。あえて高い方の25年物をストレートで頼んだのですが、水でグラスいっぱいに割ったものが出てきます。水道水で割ってあるのか、全然美味しくありません。ちゃんと「ストレート」で呑みたいものです。
杏仁豆腐を最後にサービス(多分＝明細をくれない)してくれました。
満腹...3品は多かったか。
クレジットは\3千以上で使用可とのことでした。",,
49,"三田にできた中華料理店。
全面ガラス張りで中がよく見えるつくり。
内外装がとてもきれいに整っていて高級感があります。

ウエイターさんもきちんとしたボーイ服を着ていて対応が丁寧。
大人の街中華の趣です。

ランチタイムに訪問しました。
ランチメニューは定食系と麺類とあり、
850円～。中心は900円台。

野菜タンメンやあさりそばもあり迷いましたが、珍しくチャーハンを食べようと思い、五目炒飯とワンタンスープのセット900円をお願いしました。

チャーハンは透き通った小エビが入った豪華版？でボリューム満点。
油のベタベタ感がなくて巷の町中華より薄味。でも香ばしさがほのかに感じられます。
ワンタンは皮が厚く形がしっかりしていて食べごたえあり、甘さもある餡が美味しい。
ネギの浮いたスープは胡椒風味が効いていてあっさり味でグッド。
なんか洗練されてるなと思うわけです。

この薄味感覚から想像すると、化学調味料は控えめかもしれません。
お腹ももたれませんでしたので。

路面店ですが、落ち着いたリッチな雰囲気でいただけるお店でした。",,
50,"エビと玉子炒め850
エビと玉子たっぷりでスナップエンドウ入り
特に玉子が多い
味はオーソドックスに旨い
単品おかずの量が多くて最後いつも飽きる",,
51,"この日は「焼肉とらじ館」に４人で行くことになりましたよ。

お店の場所はJR、京成線の日暮里駅から１分程のところですね。
この日は午後６時４９分に到着。

店内はテーブル席とお座敷で８０席程あります。
内装は高級過ぎず、チープ過ぎず、丁度いいんじゃないですかね。
それにしても、店内はほぼ満席。予約をしていて良かったですよ。

今回は、とらじコース 焼肉食べ放題＋飲み放題 1人 4480円(税抜)⇒3980円(税抜)というのにしましたよ。
でも、1人4480円でも安いのに、さらに値引きが入って3980円とは驚きですよね。

食べ放題のメニューはこんな感じ。。。
なんと、３０品食べ放題（２時間制 ラストオーダー３０分前）。
ただし、メニューにある★印の物が一通り順番に出て来て、それからのオーダー制の食べ放題になります。
量はそれぞれ、大、中、小でのオーダーが可能でつ。

飲み放題のドリンクも充実しています。
特に1500円でビールも飲み放題というのは凄いですよ。３杯で元が取れますからね。

◆今回いただいた物

・生ビール（アサヒスーパードライ）

・もやしナムル

・キムチ
甘みがあまり無いタイプ。シャープな切れのある辛さ！

・サンチュ
肉を巻いて食べると美味しいですよね。面倒臭いけど・・・
これも食べ放題なのでドンドン注文します。

・野菜盛り
ナス、サツマイモ、カボチャ、ピーマン、玉ねぎ、キャベツ、椎茸という内容。
結局、野菜はこの１皿で追加はしませんでした。
それだけ肉に飢えていたんでつ（笑）

・タン塩
値段のわりに悪くないですよ。
オガ炭の入った七輪で焼きます。
実は私。牛タンは薄い方が好きなんですよ。

・豚バラ、豚トロ、若鶏
塩で味付けの焼き物が来ました。
豚バラは脂身がかなり多いなぁ～と感じましたが、焼くとそれ程でもないですね。やはり、脂身が美味いでつ。
豚トロは豚バラ程ではないけど脂がのっています。
若鶏はモモ肉の部分で、淡白ながら旨みは十分ですよ。

・カルビ、ロース、豚カルビ
これらはタレと味噌で味付けされた物。
脂がのっているのがカルビで、赤味がロース。実に分かり易い。
豚カルビだけはタレではなく味噌味でした。

・チューハイ

・ギャアラ、ホルモン、ラム
前出のタレ物で”必須の品”は終わりましたので、ここから自由にオーダーしました。
頼んだのは、ギャアラ、ホルモン、ラムの３種類。
ラムは生ラムでお店のおススメでもあるみたい。

ギャアラとホルモンは牛の内臓系ですが、新鮮で下処理が丁寧な為、独特のクセみたいな物はありません。
また、味噌味なのですが、辛さも変えられるようです。
今回は「大辛」で注文したので、ちょっと辛かった（笑）

・マッコリグラス
で、いつものようにドンドン飲んじゃうわけですよ（笑）

・レバーとイカ
レバーも鮮度が良くて美味しいですね。
これは軽く炙るくらいが良いかなぁ～♪
また、イカが美味しいんだわさww
ただ、かなり辛い！！　でも、美味い！！

・マッコリカルピス
これ、意外と美味しいですねぇ。
乳酸菌飲料みたいで全然お酒っぽくない。

・海鮮チヂミ
フワッと焼かれていてこれも良い。
海鮮なのでアサリとニラが確認できますよ。
そして、付いているタレでいただくとさらに美味しいでつ。

いやぁ～、かなり食べて腹パン状態ww
でも、このコスパは凄いですね。混むのも分かります。

◆ブログで詳しく紹介しています。
http://www.hkoume.xyz/article/462697591.html",,
52,"地鶏で、完全個室と、いうことで、腹ぺこで、伺いました。

コースメニューを頼みましたが、何が、地鶏か、わかりませんでしたが、アルコールは、飲み放題が、コースに、入っていて大満足でした。

喫煙可なので、完全個室と、ありましたが、天井の上の方は、あいているので、周りの席で、タバコを吸われると、かなり臭うので、タバコが、苦手な、私は、ちょっと残念でした。",,
53,"昔のように仲間で飲み会。東西線沿線在住が多い中、幹事がこちらをセレクトです。

初めてでしたが渋い品。古い張り紙のメニューに鰯丸干なんて有って、濃い酒好きにも良いナイスなお店。

まずは生で乾杯。お通しはイカと山芋の和え物。こういう一品がお店のこだわりを表します。板さん手をかける人かな。

お刺身盛り合わせはしめ鯖が浅締とのことだか、しっかり。カラスミとかサザエの刺身なんかは通好み。

時期ものの秋刀魚は焼きで800円。ちょっとお高め。でも大きく脂が乗っている。ついでに秋刀魚唐揚。これも脂乗っていて美味い。

他にも川海老の唐揚やタコの唐揚げ、鳥の唐揚げ、牡蠣の天ぷらを頼みましたが、水気が多い水産もジューシーながら、衣はカラッと美味い。鳥の唐揚げは揚げ時間短縮の為かもも肉ながら削いだように薄め。でもさっぱりめで私好みでした。

揚げだし豆腐がユニーク。カレー餡。酒飲みの心がわかる店はどこか変化球でカレーを入れる。餡だから透き通ってカレールーではない。

中々良い居酒屋です。奥には座敷もあるようですので宴会にも使えそう。

4人で3時間強滞在。私は生一に泡盛ソーダ割、ホッピー中四で27000円ちょっと。

ごちそうさまでした。",,
54,"昼間の充実した定食を食べに良く来ています。ただ、夜は何故か来たことがありませんでした。

そこでちょっとだけ足を延ばして夕方に入店。

昼とは雰囲気が違っていて、元気なおばちゃんが、大きな声で接客してました。

テーブルの上には新秋刀魚の沢山の料理メニューがのってました。その中から秋刀魚の刺身を選択。加えてしめ鯖も。

何とホヤの塩辛まであったのでそれも。
生ビールで乾杯して、直ぐに今ある在庫の日本酒に変えました。元気なおばちゃんが、秋刀魚に合う日本酒を勧めてくれます。
色々話していると、やたら日本酒に詳しい。
聞けば、酒蔵と酒屋との試飲会などに出て、仕入れを担当しているようです。
ご本人もかなり日本酒がお好きな様子。ならばということで、今回はお勧めの酒を飲むことに決めました。

昼はサラリーマンのランチで大賑わいですが、夜はそこまで混んでません。ただ、しっかり飲むのが目的のお客が多いように感じました。
女性だけのグループもいて、我々と同様に日本酒を嗜んでいました。
酒の価格やあての価格も安くは無いので、昼程の賑わいが無いのだと思います。

久し振りに充実した酒場を見つけました。
今後通って、色々食べて飲んでみようと思います。",,
55,"街が閑散としている昨今、こちらのお店も新型コロナウイルスの影響もあってか店内は空いているように感じます。

メニューに書かれているとつい頼みたくなってしまう海鮮丼（900円）をいただきました。

商品が提供される前に女性店員さんがしば漬け、調味料を揃えて下さいました。全席に配置していないということもあるのでしょうが、心配りが嬉しいですね。

約10分ほどで到着。
あ、うどんも付くんですね。結構ボリューミーな印象。
うどんから先にいただくとかなり柔らかめなうどん。ツルツルいただけます。

肝心の海鮮丼はご飯は少な目、うどんと一緒にいただけるように量を調整されているんだと思います。ネタはマグロとイカが美味しかったですね。イカはぷつりと噛むごとに弾ける感じが良かったです。

ご馳走様でした！",,
56,"たまたま夜の予定が空いたので、急遽飲みに行くことに。和食と日本酒好き3人での飲みなので美味しく食べて日本酒が飲めるお店を食べログで探して見つけました。
お店は神楽坂のメインの通りからは少し離れた路地にあり、食べログには3階と表記がありましたが、3階には看板はなく、実際の入り口は4階でした。
もしかしたら1階っぽいところは地下1階の扱いになってるのかもしれません。
座敷に案内していただき、早速8種類の前菜がのった八寸登場。お通し代わりに必ず出るそうです。
お刺身が売り切れということで、蓮根まんじゅう、ハモの湯引き、天ぷら盛り合わせを注文。
大将一人だったからかお料理が来るまでは少し時間がかかりましたが、それをカバーできる丁寧な接客。
好感が持てるお店です。
ハモの湯引きは臭みも全くなく、美味しい。天ぷらさくさく。蓮根まんじゅうはしっかり出汁のきいた餡掛けで日本酒がどんどん進みました。
料理は全部美味しかった◎
水炊きが名物のようなので次回は水炊きのコースで予約しようと思います。",,
57,"別のお店でばったり会った近所の飲み友に連れられ、2軒目として21時ごろに初訪問。

カウンター席とテーブル席があり、カウンター席に通していただきました。カウンター席が好きなのでよかった。

飲み友はよく来るそうで、日本酒もいくつかあるし酒のアテなら八寸がオススメだよ～とおしえてくれたのでオーダー。
八寸はちっちゃく盛られた小皿がたくさん乗って彩り華やか！心が奪われました。(写真なし)

店長さんも屈託のない笑顔で、お食事メニューも野菜も多く盛り付けも軽やかで、なんていうんでしょう、ここにいると明るい気分となりました。

早めの時間からだと水炊き鍋などのお食事を十分楽しめるそうなので、落ち着いたらきちんとまたうかがいたいです。",,
58,"八百屋ビルの新店。とはいっても他店とグループ的なつながりはあるらしく、やはり地域で成功している店があると有利だな。

非常に愛想の良い店主で、気持ちがよかった。それ程立ち入ってくることなく、不愛想でもなく、適度に気を使ってくれる。完全に人によると思うけれど、このくらいがちょうどいい。

お通しがそれなりにしっかりしていて、さらに刺身オプションがあり、ぶっちゃけ、われわれはこれだけで十分である。ちょいのみセット的な位置付けで、お酒をたくさん飲みさえすれば、ありなのではないか。

水炊きが売り、と聞くと、鍋物はまあ大勢で来たときに、となって永久に味を見ないままになりそうなところ、この店では、一人でも鍋可。もちろん一人分。旅館の夕食にでてくる鍋物の1.2倍位のベストサイズの提供は嬉しい。

九州料理かというとそうではなく、カジュアル小料理屋居酒屋、の位置付けか。三階で目に付きにくいがお試しを。",,
59,"2021年7月21日にオープンした「TOKYO TORCH 常盤橋タワー」のB1Fにある『魚と日本酒 羽田市場』に伺いました。

「TOKYO TORCH 常盤橋タワー」の1Fや2Fには、10店舗ほどの飲食店が入っているのですが、お目当ての『魚と日本酒 羽田市場』は、オフィスエリアのようなエスカレーターを下ったB1Fにあります。

少し場所が分かりづらいですね。
もう少しすると地下鉄の大手町駅と繋がるそうなので、穴場感があるのは今だけかもしれませんが。

カウンター席に着席します。
日本酒メニューも豊富ですが、私はまずはビール、妻は羽田市場レモンサワーをオーダーしました。

フードも、お酒が進むものばかりですね。
ビールを飲み干して、早々に日本酒に切り替えました。

■酒肴六種盛り合わせ
・たこわさ
・塩辛
・もずく酢
・卵黄醤油漬け
・あん肝
・炙りたらこ

当然ですが、どれも日本酒に合う！最高です！！
特に、クリーミーで癖のないあん肝と、ねっとりとした卵黄がたまらなく美味しかったですね。

■本マグロの刺身
これは旨かったですね。マグロの旨味が強くて、新鮮そのものでした。
4切れで1320円ですが、決して高くないと思います。

■生カキ
こちらは妻がいただきました。大ぶりでプリプリでミルキーだったそうで、満足そうでした。

■カキ天ぷら
4個入っていたので、妻と二人で、1つは塩で、1つは天つゆでいただきました。
カキの旨味がたっぷりで、お酒が進みました。

■山盛りシラスガーリックトースト
本当にシラスがたっぷりとかかっていて、おつまみとしても良いですね。

■穴子の棒寿司
これも旨かったです。穴子はフワフワで柔らかく、タレの甘さがご飯にも染みて、最高でしたね。

妻と二人でお酒を6杯くらい飲んで、1万円弱でした。もう少し高いかと思いましたが、リーズナブルですね。

美味しかったです。ごちそうさまでした。",,
60,"今日も東京トーチ‥常磐橋タワーというのね？
その辺りはよくわかりません‥。

初めて地下に潜入。地下には店舗用のエレベーターではなくオフィス用のエレベーターっぽい。

で。1500円の特別、限定商品のキンキの煮付け（通常4980円らしい！）定食にしました。

テーブルにしましたが、椅子がちょっと小さめなので落ち着かず、カウンターにすればよかったと後から後悔。

程なくして店員さんが持ってきたキンキの煮付け‥予想外の大きさでした笑
写真で伝わりにくいのが悔しいのですが普通に3、4人前くらいの大きさ。衝撃！

ふわふわ肉厚のキンキは美味しい！でもプルプル部分も多く、脂が乗りまくりで完食できず‥プラス100円で残った分持ち帰れるということなのでお願いしました。
ちなみに小鉢2種とお味噌汁もつきます。お味噌汁おいしかったです。

豆腐もしっかり味が染みてていい感じでした。
持ち帰った魚は娘の夜ご飯のおかずの1品に。
あたためなおすと「はぁー！いいにおいー！ずっと嗅いでられるー！」と言ってて笑いました。

私は‥胃もたれが‥笑
煮付けで胃もたれって切ない。でも脂のノリがそれくらいすごかったということで。

海鮮ひつまぶしとかも美味しそうでしたよ。
ごちそうさまでした！",,
61,"大特価のキンキにつられて入ってみると

確かにでかい。

30センチはありそうな大きさ。

そして脂もしっかり乗り煮汁の濃度も良く美味しい。

しっかりと味の入ったゴボウ

いい感じに煮込まれた豆腐も良い。

ホールの真ん中にある座れるカウンターは

高級な寿司屋のように段差のない丸見えの厨房だが、かなり雑然。

両サイドの立席カウンターは

そこそこ高額魚ランチを食べるには辛そうだ。

https://twitter.com/charinko99

超超特大キンキ煮付け定食　¥1500-
日時:水曜、11時半頃
待ち　0分ぐらい
座席:カウンター席
頻度:初訪問
立地：東京駅から徒歩5分ぐらい",,
62,"月島と言えばもんじゃ焼の町として有名になりました。銀座からも徒歩圏内ながら、もんじゃ焼にあまり興味がなく、足が遠のいていました。すっかり夜は涼しくなった木曜日の夜に今年月島にオープンしたユニークな名前の焼肉屋さんで宴会が企画されました。店の名前は「大阪鶴橋焼肉ワビサビデラックス」です。

場所は、都営大江戸線の勝どき駅のA1出口を出て清澄通りを門前仲町駅方面に向かい、月島橋を渡りしばらく歩くとあります。反対側に月島第一小学校があります。

大阪鶴橋 ワビサビデラックスは、清澄通り沿いの大正時代の民家を改装した渋いお店でした。流行りの豪華な設備の煙の出ない焼肉屋は好きではないのでまずは一安心しました。 幹事の女性がTシャツ姿でした。紙エプロン、煙りが目にしみるのが嫌な方向けにゴーグルも貸してくれます。店内はレトロですが、トイレはデラックスで広々として、マウスウォッシュも備えてあり、ウォシュレットでした。

焼肉ははっきり言って何を食べても美味いです。肉は店主が独立前にいた日本橋の高級店と仕入れが同じだそうです。まず初めに梅がゆを食べてから開始です。牛タンから始まり、〆の冷麺、辛いクッパまで楽しい時間が過ぎました。店員さんの接客も素晴らしく、最後に全員肩のマッサージまでしてくれました！ 食べログで点数が表示されない今が狙い目です。半年後には3.5以上は確実のお店で、予約が取り難い店になる可能性が大です。月島にまた行きたくなる店でした。",,
